SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,TaskType_Brainstorming,TaskType_Coding,TaskType_Homework Help,TaskType_Research,TaskType_Studying,TaskType_Writing
SESSION05614,2,Business,2025-06-03,13.25,4,2,2,1,2.5,False,False,False,False,False,True
SESSION05615,3,Business,2025-06-09,15.74,3,2,3,1,1.6,False,False,True,False,False,False
SESSION05616,2,Business,2024-08-08,9.67,3,3,3,1,3.2,False,False,False,False,False,True
SESSION05617,2,Business,2024-07-28,5.9,1,3,2,1,2.7,False,True,False,False,False,False
SESSION05618,1,Math,2024-11-20,26.65,7,4,0,1,3.7,False,False,False,True,False,False
SESSION05619,2,Business,2024-11-23,14.13,3,4,2,0,4.5,False,False,False,False,True,False
SESSION05620,2,Engineering,2024-12-13,30.81,6,5,2,1,5.0,False,False,False,False,False,True
SESSION05621,2,Math,2024-09-17,6.39,1,4,1,0,4.7,False,True,False,False,False,False
SESSION05622,2,Engineering,2025-04-28,14.92,3,2,1,0,2.2,False,False,True,False,False,False
SESSION05623,2,History,2024-08-15,39.53,15,5,2,0,5.0,False,False,False,False,False,True
SESSION05624,1,Psychology,2025-02-18,21.93,6,3,2,1,3.2,False,False,False,False,True,False
SESSION05625,3,History,2025-06-19,15.61,5,4,1,0,5.0,False,False,True,False,False,False
SESSION05626,1,Engineering,2024-06-26,30.68,10,3,2,1,2.7,True,False,False,False,False,False
SESSION05627,2,Psychology,2024-10-11,31.53,6,3,3,1,2.4,False,False,False,False,False,True
SESSION05628,2,Business,2025-06-07,9.74,2,5,2,1,4.6,False,True,False,False,False,False
SESSION05629,2,Biology,2025-03-14,24.29,7,3,3,1,1.9,False,False,True,False,False,False
SESSION05630,3,Math,2024-10-31,23.75,6,4,3,0,5.0,False,False,False,False,True,False
SESSION05631,1,History,2025-06-17,20.17,6,4,2,1,4.5,False,False,False,False,True,False
SESSION05632,2,History,2025-06-13,13.4,3,3,2,1,2.3,False,False,False,False,False,True
SESSION05633,2,Business,2024-12-18,8.24,2,5,1,1,5.0,False,False,True,False,False,False
SESSION05634,2,Engineering,2024-10-31,33.96,12,4,3,0,5.0,False,False,False,False,False,True
SESSION05635,2,Psychology,2025-04-12,22.59,10,4,3,1,3.4,False,False,False,False,True,False
SESSION05636,2,Biology,2025-05-30,6.33,1,4,3,1,4.9,False,False,False,False,False,True
SESSION05637,3,Computer Science,2025-01-28,37.67,11,4,3,1,3.6,False,False,False,False,False,True
SESSION05638,1,Psychology,2025-01-26,29.1,11,3,2,1,2.0,False,False,False,False,True,False
SESSION05639,1,Computer Science,2025-04-26,12.92,3,4,3,0,4.1,False,False,False,False,True,False
SESSION05640,3,Business,2025-01-20,18.08,5,2,3,1,1.9,False,False,False,True,False,False
SESSION05641,3,Psychology,2024-12-16,17.22,4,3,0,1,1.8,False,False,False,False,False,True
SESSION05642,2,Math,2024-10-27,2.18,1,4,2,1,2.1,False,False,False,False,True,False
SESSION05643,3,Computer Science,2025-05-22,17.46,7,4,1,0,3.3,False,False,False,False,True,False
SESSION05644,3,Biology,2025-01-29,33.11,10,2,1,0,1.8,False,False,False,False,False,True
SESSION05645,1,Psychology,2025-05-24,21.03,4,4,3,0,3.5,False,False,True,False,False,False
SESSION05646,2,Biology,2024-09-04,43.03,19,3,3,1,3.2,False,True,False,False,False,False
SESSION05647,1,Business,2024-07-28,7.44,2,5,3,1,5.0,False,False,False,False,True,False
SESSION05648,3,Biology,2024-08-29,49.63,14,3,3,0,3.8,False,False,False,False,False,True
SESSION05649,2,History,2025-02-09,3.27,1,3,2,1,3.8,False,False,False,False,False,True
SESSION05650,2,Business,2025-04-06,27.77,10,2,0,0,2.4,False,False,False,False,True,False
SESSION05651,2,History,2025-02-09,18.4,3,2,3,1,1.6,False,False,False,False,True,False
SESSION05652,2,Math,2025-04-19,15.75,6,4,3,1,4.6,False,False,False,False,False,True
SESSION05653,1,Psychology,2024-12-05,14.12,3,2,0,0,2.7,False,False,True,False,False,False
SESSION05654,3,Math,2024-10-23,7.48,1,5,3,1,5.0,False,False,False,False,False,True
SESSION05655,2,Psychology,2024-08-28,36.58,9,3,3,0,3.1,False,False,True,False,False,False
SESSION05656,2,Computer Science,2024-11-24,12.45,3,3,3,1,4.1,False,True,False,False,False,False
SESSION05657,2,Business,2024-07-12,9.28,1,4,1,1,3.2,False,False,False,False,True,False
SESSION05658,2,History,2024-09-21,14.77,3,3,2,0,3.4,True,False,False,False,False,False
SESSION05659,1,Computer Science,2025-05-17,36.03,9,4,2,1,3.3,False,False,False,True,False,False
SESSION05660,2,Computer Science,2024-09-25,28.75,6,2,2,1,2.6,False,False,False,False,False,True
SESSION05661,2,Biology,2024-12-03,27.21,8,2,2,0,3.0,False,False,False,False,False,True
SESSION05662,3,Biology,2025-03-11,14.46,3,4,3,1,3.6,False,False,False,False,True,False
SESSION05663,2,Math,2025-05-02,13.5,3,4,2,1,4.0,False,True,False,False,False,False
SESSION05664,1,Math,2025-06-01,29.19,10,4,3,1,3.7,False,False,False,False,False,True
SESSION05665,2,Math,2024-09-01,5.31,1,5,0,0,4.9,False,False,True,False,False,False
SESSION05666,2,Engineering,2025-04-29,21.41,7,5,2,1,5.0,False,False,True,False,False,False
SESSION05667,2,Biology,2024-06-27,59.71,16,3,2,1,2.2,True,False,False,False,False,False
SESSION05668,2,Business,2025-06-02,13.27,2,3,3,1,2.6,False,False,True,False,False,False
SESSION05669,1,Math,2025-03-20,20.71,6,3,1,1,3.6,False,False,False,False,True,False
SESSION05670,1,Engineering,2024-08-17,31.09,12,4,3,1,2.8,False,False,False,False,True,False
SESSION05671,3,Biology,2024-12-18,7.15,1,4,2,1,3.8,False,False,False,False,False,True
SESSION05672,1,History,2024-11-14,9.85,2,5,2,1,4.4,False,False,False,False,False,True
SESSION05673,2,Math,2024-11-08,12.69,4,2,3,1,1.9,False,True,False,False,False,False
SESSION05674,2,History,2025-01-12,19.29,8,4,2,1,5.0,True,False,False,False,False,False
SESSION05675,3,History,2024-09-04,8.18,2,5,3,1,5.0,False,False,True,False,False,False
SESSION05676,2,Biology,2024-07-24,11.39,5,4,3,1,3.7,False,False,False,False,False,True
SESSION05677,1,Psychology,2024-10-01,30.16,11,1,3,1,1.0,True,False,False,False,False,False
SESSION05678,2,Business,2024-12-20,28.84,6,2,3,1,2.3,False,False,True,False,False,False
SESSION05679,1,Psychology,2024-12-20,22.04,6,4,3,1,5.0,False,False,False,False,False,True
SESSION05680,3,Computer Science,2025-06-04,9.22,2,2,3,1,2.0,False,False,False,False,True,False
SESSION05681,1,Computer Science,2024-07-03,6.01,1,4,3,1,3.0,False,True,False,False,False,False
SESSION05682,1,Engineering,2025-03-20,30.02,6,3,2,1,3.0,False,False,False,False,False,True
SESSION05683,1,Computer Science,2025-02-10,10.45,3,4,0,0,2.8,False,False,False,False,False,True
SESSION05684,2,Business,2024-08-11,32.05,7,5,3,1,3.8,False,False,False,False,True,False
SESSION05685,2,Math,2024-06-24,15.35,5,3,3,1,2.1,False,False,False,False,True,False
SESSION05686,1,Business,2025-06-11,75.87,16,4,2,1,4.9,False,False,True,False,False,False
SESSION05687,1,History,2024-12-13,32.06,13,5,3,1,4.2,False,False,True,False,False,False
SESSION05688,2,Biology,2024-08-07,21.69,4,3,2,1,2.5,True,False,False,False,False,False
SESSION05689,2,Engineering,2024-07-29,23.0,9,1,1,0,2.8,False,False,False,False,True,False
SESSION05690,2,Biology,2025-05-01,26.05,5,4,3,1,3.4,False,False,True,False,False,False
SESSION05691,2,Engineering,2024-11-04,43.81,16,4,0,0,3.5,False,False,False,False,True,False
SESSION05692,2,History,2025-05-16,9.3,1,4,3,1,4.5,False,False,True,False,False,False
SESSION05693,3,Math,2024-08-25,10.13,4,2,3,0,1.0,False,False,False,False,True,False
SESSION05694,2,Math,2024-09-19,16.03,7,5,3,0,4.7,False,False,False,False,False,True
SESSION05695,1,Computer Science,2025-03-28,4.64,1,3,2,1,2.0,False,False,False,False,True,False
SESSION05696,2,Psychology,2025-04-12,14.93,4,3,3,1,3.5,False,False,True,False,False,False
SESSION05697,1,Business,2025-01-23,27.28,6,4,2,1,5.0,False,False,True,False,False,False
SESSION05698,2,Computer Science,2024-06-26,19.15,4,3,2,1,2.5,False,False,True,False,False,False
SESSION05699,3,Psychology,2024-09-02,10.1,3,3,1,0,4.8,False,True,False,False,False,False
SESSION05700,1,Psychology,2024-09-05,22.68,11,3,3,1,1.9,False,False,False,False,False,True
SESSION05701,2,Business,2024-12-08,23.44,6,3,2,1,3.7,False,False,True,False,False,False
SESSION05702,1,Math,2025-03-23,33.33,7,3,3,0,3.2,False,False,False,False,False,True
SESSION05703,2,Biology,2024-08-28,20.35,7,5,2,1,5.0,False,False,True,False,False,False
SESSION05704,3,Biology,2024-08-01,7.16,2,5,3,0,4.4,False,False,False,False,False,True
SESSION05705,2,Business,2025-03-02,10.3,2,5,0,0,5.0,False,False,False,False,False,True
SESSION05706,1,Biology,2025-04-28,43.85,9,3,0,0,3.4,False,False,False,False,True,False
SESSION05707,2,Math,2025-02-15,12.76,4,4,2,1,5.0,False,False,False,False,True,False
SESSION05708,3,Math,2025-04-01,48.45,13,4,3,1,4.6,False,False,True,False,False,False
SESSION05709,1,Engineering,2025-03-07,32.78,9,4,2,1,5.0,False,False,False,False,False,True
SESSION05710,2,Psychology,2024-08-29,1.2,1,4,3,1,3.0,False,True,False,False,False,False
SESSION05711,2,Business,2024-07-20,31.66,8,3,1,1,1.7,False,False,False,False,True,False
SESSION05712,3,Business,2024-11-07,19.4,9,3,3,1,3.3,False,True,False,False,False,False
SESSION05713,3,History,2025-06-11,21.51,8,5,3,1,4.6,False,False,False,False,True,False
SESSION05714,3,Business,2025-06-12,15.88,4,3,2,1,1.6,False,False,False,True,False,False
SESSION05715,1,Biology,2025-01-13,4.4,1,3,2,1,3.4,False,False,True,False,False,False
SESSION05716,2,History,2025-04-25,14.07,2,3,3,0,4.1,False,False,False,False,False,True
SESSION05717,1,Computer Science,2024-08-11,14.4,2,3,3,1,3.0,False,False,True,False,False,False
SESSION05718,3,History,2025-01-12,19.53,4,4,1,1,2.9,False,False,False,False,False,True
SESSION05719,3,Biology,2025-02-01,18.07,6,3,2,1,2.6,False,False,False,False,False,True
SESSION05720,2,Computer Science,2025-06-12,12.12,2,4,2,1,3.0,False,False,False,False,True,False
SESSION05721,2,Computer Science,2024-12-30,13.38,3,4,0,1,5.0,False,True,False,False,False,False
SESSION05722,2,Computer Science,2025-03-31,8.83,2,3,3,0,4.4,False,False,False,False,False,True
SESSION05723,2,Psychology,2024-06-25,10.36,2,4,0,0,3.7,False,False,True,False,False,False
SESSION05724,2,History,2025-03-17,58.88,13,2,2,1,1.7,False,False,False,False,False,True
SESSION05725,2,Computer Science,2024-11-13,15.38,4,4,0,1,3.8,False,False,False,False,False,True
SESSION05726,2,Business,2025-01-29,20.76,8,5,3,1,4.6,False,True,False,False,False,False
SESSION05727,2,Computer Science,2024-07-30,13.83,3,2,3,1,1.4,False,True,False,False,False,False
SESSION05728,2,Biology,2024-12-09,50.07,12,3,3,1,2.6,False,False,True,False,False,False
SESSION05729,1,Biology,2024-08-04,4.47,1,5,2,1,5.0,False,False,True,False,False,False
SESSION05730,2,Biology,2025-04-20,10.29,2,2,3,1,1.5,False,False,False,False,False,True
SESSION05731,1,Computer Science,2024-08-06,31.36,13,4,3,0,4.5,False,True,False,False,False,False
SESSION05732,2,Psychology,2025-01-05,7.55,2,5,3,1,5.0,False,True,False,False,False,False
SESSION05733,1,Computer Science,2024-12-10,9.63,2,4,3,1,3.1,False,False,False,True,False,False
SESSION05734,2,Engineering,2024-09-14,27.11,8,3,1,1,2.8,False,False,True,False,False,False
SESSION05735,2,Psychology,2025-01-17,8.99,2,3,2,1,2.2,False,False,True,False,False,False
SESSION05736,2,Engineering,2024-11-15,21.7,4,3,3,1,3.4,False,False,False,False,True,False
SESSION05737,2,Psychology,2024-10-31,23.17,9,3,2,1,3.3,False,False,False,True,False,False
SESSION05738,2,Computer Science,2025-01-23,3.13,1,5,3,1,5.0,False,False,True,False,False,False
SESSION05739,3,History,2025-01-23,9.26,2,5,3,1,5.0,False,False,False,False,True,False
SESSION05740,2,Biology,2024-07-25,10.51,3,4,3,1,2.8,False,False,False,False,False,True
SESSION05741,1,Biology,2025-04-03,12.66,3,5,0,1,5.0,False,False,True,False,False,False
SESSION05742,1,Biology,2025-02-07,55.93,12,5,3,1,4.7,False,False,False,False,True,False
SESSION05743,1,Math,2025-06-01,20.67,5,3,3,1,2.3,False,False,False,False,False,True
SESSION05744,2,Computer Science,2024-10-23,4.66,1,3,3,0,3.9,False,False,True,False,False,False
SESSION05745,3,Business,2025-01-30,4.41,1,4,1,1,3.3,False,False,False,True,False,False
SESSION05746,3,Biology,2025-04-11,12.46,4,4,2,0,3.9,False,False,False,True,False,False
SESSION05747,2,Biology,2024-12-21,21.01,6,4,3,1,4.2,False,False,False,False,False,True
SESSION05748,2,Computer Science,2025-03-19,11.94,3,2,2,1,1.6,False,False,False,True,False,False
SESSION05749,1,Psychology,2024-12-23,26.19,12,3,0,1,3.3,False,True,False,False,False,False
SESSION05750,2,History,2024-08-28,17.74,4,3,3,1,3.2,False,False,False,False,False,True
SESSION05751,2,Biology,2025-03-24,45.63,14,3,0,1,2.9,False,False,False,False,True,False
SESSION05752,2,Engineering,2025-03-19,14.04,2,3,1,1,3.5,False,True,False,False,False,False
SESSION05753,2,Math,2024-07-30,33.92,7,3,2,0,3.7,False,False,False,False,False,True
SESSION05754,2,Business,2024-11-19,17.24,3,5,3,0,4.8,False,True,False,False,False,False
SESSION05755,2,Engineering,2025-01-25,15.29,4,3,1,1,3.4,False,False,True,False,False,False
SESSION05756,3,Math,2025-01-10,19.02,7,2,2,1,2.6,False,False,True,False,False,False
SESSION05757,2,Computer Science,2024-07-11,9.52,2,5,3,1,5.0,False,False,False,False,False,True
SESSION05758,3,Business,2025-03-26,16.26,4,4,3,1,4.1,False,False,False,False,False,True
SESSION05759,2,Biology,2024-07-13,19.26,5,2,3,1,2.4,False,False,True,False,False,False
SESSION05760,3,Psychology,2025-04-11,31.84,8,2,3,1,1.9,False,True,False,False,False,False
SESSION05761,2,Business,2025-04-20,3.78,1,4,1,1,3.3,False,False,True,False,False,False
SESSION05762,2,Engineering,2024-11-02,38.45,8,3,3,1,2.0,False,False,True,False,False,False
SESSION05763,2,Engineering,2025-06-15,12.9,3,3,3,0,4.0,False,False,True,False,False,False
SESSION05764,2,Biology,2024-09-23,35.44,11,4,2,1,4.4,False,False,True,False,False,False
SESSION05765,2,Math,2024-12-26,21.77,5,4,3,1,3.8,False,False,False,False,True,False
SESSION05766,2,Biology,2025-01-17,16.92,5,4,3,1,4.1,False,True,False,False,False,False
SESSION05767,2,Computer Science,2025-04-17,49.31,12,2,2,1,1.0,False,False,False,False,True,False
SESSION05768,3,Business,2025-05-03,19.35,5,1,2,0,1.0,False,False,False,False,True,False
SESSION05769,2,Engineering,2025-03-22,7.54,3,3,3,1,3.0,False,False,False,False,True,False
SESSION05770,2,Math,2025-02-13,3.96,1,4,3,1,4.0,False,False,True,False,False,False
SESSION05771,1,Psychology,2025-05-23,6.9,2,2,2,1,1.0,False,False,False,False,True,False
SESSION05772,2,Psychology,2024-09-15,24.52,5,3,3,1,3.4,False,False,False,False,False,True
SESSION05773,1,History,2024-07-20,21.33,7,4,3,0,4.7,False,False,False,False,False,True
SESSION05774,2,Biology,2025-01-22,21.42,6,3,0,0,1.2,True,False,False,False,False,False
SESSION05775,1,Engineering,2024-11-16,7.72,2,4,3,1,2.9,False,False,False,False,True,False
SESSION05776,2,Math,2025-02-15,29.27,6,4,2,0,4.8,False,False,False,False,True,False
SESSION05777,1,History,2024-08-23,31.93,12,5,3,1,4.2,False,False,True,False,False,False
SESSION05778,2,History,2025-01-07,9.84,3,3,1,1,2.3,False,True,False,False,False,False
SESSION05779,2,Computer Science,2025-06-11,47.07,9,3,3,0,2.6,False,False,True,False,False,False
SESSION05780,1,Engineering,2025-02-04,11.95,3,2,3,1,3.9,False,False,False,False,False,True
SESSION05781,2,Psychology,2024-12-27,10.78,2,2,2,1,1.4,False,False,False,False,False,True
SESSION05782,2,Computer Science,2025-06-08,15.32,3,3,3,1,1.2,False,False,False,False,False,True
SESSION05783,2,Engineering,2024-08-29,6.54,2,4,2,1,2.6,False,True,False,False,False,False
SESSION05784,1,History,2025-05-02,14.72,6,3,3,1,3.4,False,False,False,False,False,True
SESSION05785,2,Psychology,2025-01-07,21.38,5,3,3,1,3.1,False,True,False,False,False,False
SESSION05786,2,Computer Science,2024-10-09,21.89,8,4,2,0,4.0,False,False,False,False,False,True
SESSION05787,2,Psychology,2024-10-30,12.26,3,3,3,0,2.6,False,True,False,False,False,False
SESSION05788,2,Computer Science,2025-06-01,15.2,3,4,1,1,5.0,False,False,True,False,False,False
SESSION05789,1,History,2024-10-22,9.03,1,3,3,1,3.0,False,False,True,False,False,False
SESSION05790,2,Math,2025-05-26,1.92,1,2,3,1,1.0,False,False,False,False,False,True
SESSION05791,1,Math,2024-07-14,19.38,6,5,3,1,5.0,False,False,False,False,False,True
SESSION05792,2,Business,2025-03-06,40.58,16,3,3,1,2.6,False,False,False,False,False,True
SESSION05793,2,Business,2024-07-31,10.85,3,2,3,1,1.5,False,False,True,False,False,False
SESSION05794,2,Engineering,2025-01-09,14.38,4,3,2,0,2.9,False,False,False,False,False,True
SESSION05795,1,Computer Science,2024-08-16,1.09,1,5,3,1,5.0,False,False,False,False,True,False
SESSION05796,1,History,2024-08-28,12.75,6,3,3,1,3.5,False,False,False,False,False,True
SESSION05797,3,Business,2025-03-31,35.64,12,5,2,1,4.0,False,False,False,False,False,True
SESSION05798,2,Engineering,2025-04-12,10.18,2,4,1,0,3.7,False,False,False,False,False,True
SESSION05799,1,Computer Science,2024-12-26,15.98,3,5,2,1,5.0,False,False,False,False,True,False
SESSION05800,2,Business,2024-08-26,3.32,1,3,0,1,2.2,False,False,True,False,False,False
SESSION05801,3,Biology,2024-06-24,0.84,1,4,3,1,3.0,False,False,False,False,False,True
SESSION05802,2,Psychology,2024-07-14,28.14,9,3,1,0,3.2,False,False,False,False,True,False
SESSION05803,2,Psychology,2024-08-31,12.76,4,3,1,0,3.2,False,False,False,False,True,False
SESSION05804,2,Business,2025-01-24,26.03,11,3,3,1,3.8,False,False,False,False,False,True
SESSION05805,2,Math,2024-09-15,10.74,2,3,2,0,2.6,False,False,False,False,False,True
SESSION05806,2,Business,2025-02-17,9.9,3,5,2,1,3.9,False,False,False,True,False,False
SESSION05807,2,Computer Science,2024-10-16,17.19,8,4,3,1,4.0,False,False,False,False,True,False
SESSION05808,2,Psychology,2025-01-18,72.14,18,4,2,1,4.4,False,False,False,False,True,False
SESSION05809,2,Business,2024-08-12,31.19,13,5,2,1,4.7,False,False,True,False,False,False
SESSION05810,2,Biology,2025-02-21,21.92,8,5,2,1,4.3,False,False,False,False,False,True
SESSION05811,3,Engineering,2025-06-18,28.27,6,3,2,1,2.6,False,False,False,True,False,False
SESSION05812,2,History,2025-05-15,13.39,4,4,3,0,2.2,False,False,False,False,False,True
SESSION05813,1,Biology,2024-09-20,39.94,18,3,3,1,2.4,False,False,False,False,False,True
SESSION05814,2,Engineering,2024-08-15,13.9,6,3,3,1,3.5,False,True,False,False,False,False
SESSION05815,1,Math,2025-03-08,50.86,10,3,1,0,3.1,False,False,True,False,False,False
SESSION05816,2,Math,2024-08-23,29.92,9,3,2,0,3.5,False,False,False,False,False,True
SESSION05817,2,Psychology,2024-07-16,7.48,2,3,2,1,1.7,False,False,False,True,False,False
SESSION05818,2,Math,2024-09-29,5.8,1,3,2,0,2.8,False,True,False,False,False,False
SESSION05819,1,Engineering,2024-07-28,10.81,4,5,2,1,4.5,False,True,False,False,False,False
SESSION05820,2,Engineering,2024-10-09,19.92,7,2,3,1,1.0,False,False,False,False,False,True
SESSION05821,2,Psychology,2024-10-10,1.26,1,4,3,1,3.9,False,True,False,False,False,False
SESSION05822,2,Engineering,2024-12-30,30.49,8,1,2,1,1.3,False,False,False,False,False,True
SESSION05823,2,Biology,2024-10-10,14.61,3,4,3,0,2.6,False,False,False,False,False,True
SESSION05824,2,Biology,2025-03-05,11.9,4,3,2,1,2.3,False,False,False,True,False,False
SESSION05825,2,Math,2024-09-14,32.72,8,2,2,1,1.3,True,False,False,False,False,False
SESSION05826,2,History,2025-04-03,6.53,3,3,2,1,3.1,False,False,False,False,True,False
SESSION05827,1,Computer Science,2024-08-14,19.19,9,4,3,1,5.0,False,False,False,False,False,True
SESSION05828,3,Computer Science,2025-06-18,20.65,4,3,2,1,3.8,False,False,True,False,False,False
SESSION05829,2,Business,2025-04-11,12.62,5,4,3,1,5.0,False,False,False,False,False,True
SESSION05830,2,Math,2025-05-24,19.55,4,2,3,1,1.8,False,True,False,False,False,False
SESSION05831,2,Biology,2025-01-13,42.18,8,5,2,1,5.0,False,False,True,False,False,False
SESSION05832,2,History,2025-04-10,9.58,2,5,3,0,5.0,False,False,True,False,False,False
SESSION05833,2,Computer Science,2024-08-05,31.78,8,4,1,1,2.5,False,False,True,False,False,False
SESSION05834,2,Biology,2024-07-19,11.23,4,4,3,1,4.0,False,False,True,False,False,False
SESSION05835,2,Psychology,2024-12-04,12.71,4,4,3,1,2.7,False,False,False,False,True,False
SESSION05836,1,Psychology,2024-11-10,4.07,1,3,3,1,2.6,False,False,False,False,True,False
SESSION05837,2,Engineering,2025-02-03,10.01,2,4,2,1,4.3,False,False,False,False,False,True
SESSION05838,2,Biology,2025-02-12,17.15,3,2,0,1,2.6,False,False,False,False,True,False
SESSION05839,2,Psychology,2025-03-26,51.59,15,2,2,1,2.8,True,False,False,False,False,False
SESSION05840,2,Engineering,2024-09-08,14.95,3,3,1,0,3.5,False,False,False,False,False,True
SESSION05841,3,Math,2025-03-23,4.31,1,3,3,1,2.2,False,False,False,False,False,True
SESSION05842,1,Math,2024-06-27,12.25,4,3,0,0,3.0,False,True,False,False,False,False
SESSION05843,2,Math,2025-03-12,6.55,2,4,2,1,4.6,False,False,False,False,False,True
SESSION05844,2,Psychology,2024-08-12,3.27,1,3,3,1,3.8,False,False,False,False,False,True
SESSION05845,3,History,2025-04-05,10.19,2,5,2,1,5.0,True,False,False,False,False,False
SESSION05846,2,Computer Science,2025-02-22,11.83,3,3,1,0,3.7,False,False,False,False,True,False
SESSION05847,2,Psychology,2025-04-05,35.84,15,4,3,1,4.3,False,False,True,False,False,False
SESSION05848,1,Math,2024-06-29,4.44,1,3,3,0,3.1,False,False,False,False,False,True
SESSION05849,2,Engineering,2024-08-12,13.34,6,4,3,0,3.6,False,False,False,False,False,True
SESSION05850,2,History,2024-07-08,36.91,14,3,3,1,2.1,False,False,True,False,False,False
SESSION05851,2,Biology,2025-02-25,69.41,14,2,1,1,1.8,False,False,True,False,False,False
SESSION05852,2,Math,2024-09-12,14.83,5,3,0,1,2.3,False,False,True,False,False,False
SESSION05853,2,History,2024-07-13,25.24,6,4,1,0,4.5,False,False,False,False,False,True
SESSION05854,1,Psychology,2024-10-09,12.63,3,3,2,1,2.7,False,False,True,False,False,False
SESSION05855,2,Engineering,2025-06-22,65.93,20,3,2,0,2.3,False,True,False,False,False,False
SESSION05856,2,Business,2025-03-28,34.54,12,4,3,1,5.0,False,False,False,False,False,True
SESSION05857,2,Business,2025-03-21,50.47,16,5,2,1,4.8,False,False,False,False,True,False
SESSION05858,2,Biology,2024-08-20,10.27,2,5,1,1,5.0,False,False,False,False,True,False
SESSION05859,1,Psychology,2024-09-17,28.36,8,4,3,1,4.0,False,False,False,True,False,False
SESSION05860,2,Psychology,2025-05-21,30.85,9,3,3,1,3.6,False,False,False,False,False,True
SESSION05861,1,Computer Science,2024-08-13,7.53,2,4,2,0,4.2,False,False,False,False,False,True
SESSION05862,1,Business,2024-08-13,22.99,4,5,3,1,4.7,False,False,True,False,False,False
SESSION05863,2,History,2025-03-29,26.92,5,3,2,1,2.5,False,False,False,False,False,True
SESSION05864,2,Computer Science,2024-12-11,23.72,5,5,3,1,5.0,False,False,True,False,False,False
SESSION05865,2,Psychology,2025-01-03,32.04,15,4,2,0,4.2,False,False,False,False,False,True
SESSION05866,3,Math,2024-11-10,8.15,1,5,2,1,3.4,False,False,True,False,False,False
SESSION05867,2,History,2025-05-20,20.56,4,3,2,1,3.6,False,False,False,False,False,True
SESSION05868,2,History,2025-06-20,7.83,1,3,1,1,4.1,False,False,False,False,True,False
SESSION05869,3,Computer Science,2024-08-12,30.55,6,4,1,0,5.0,False,False,False,False,True,False
SESSION05870,2,Psychology,2025-03-21,30.89,6,3,1,0,3.8,False,False,False,False,False,True
SESSION05871,2,Psychology,2025-05-30,10.07,2,3,1,0,3.1,False,True,False,False,False,False
SESSION05872,2,Psychology,2024-08-03,16.28,3,3,3,1,3.3,False,True,False,False,False,False
SESSION05873,2,Computer Science,2024-09-26,6.57,2,4,0,0,4.0,False,False,False,False,False,True
SESSION05874,2,Business,2024-11-15,35.32,7,1,1,0,1.2,False,False,False,False,True,False
SESSION05875,2,Biology,2025-03-29,23.85,7,2,3,1,1.0,False,False,True,False,False,False
SESSION05876,2,Psychology,2024-09-07,3.1,1,4,2,0,4.6,False,False,False,False,False,True
SESSION05877,2,Business,2024-07-10,9.4,4,3,2,1,3.3,True,False,False,False,False,False
SESSION05878,1,Engineering,2025-06-07,9.7,2,5,3,1,5.0,False,True,False,False,False,False
SESSION05879,2,Computer Science,2025-04-21,19.44,4,3,0,0,2.4,False,False,False,False,True,False
SESSION05880,2,History,2025-04-14,20.69,5,3,2,1,2.8,False,True,False,False,False,False
SESSION05881,2,Biology,2024-08-13,14.38,3,3,3,1,3.7,False,False,False,False,False,True
SESSION05882,2,History,2025-01-05,8.33,3,3,3,1,3.3,False,False,True,False,False,False
SESSION05883,3,Math,2024-07-30,25.03,7,5,1,0,4.9,False,False,False,False,True,False
SESSION05884,3,Psychology,2024-12-03,4.14,2,4,3,0,4.2,False,False,False,False,True,False
SESSION05885,2,Math,2024-11-01,20.76,4,4,3,1,4.0,False,False,False,True,False,False
SESSION05886,3,Business,2025-06-03,18.16,4,3,2,1,2.2,False,False,False,True,False,False
SESSION05887,2,History,2024-07-12,41.4,14,3,3,1,2.9,False,False,False,False,False,True
SESSION05888,2,History,2024-11-29,20.89,7,4,2,1,4.4,False,True,False,False,False,False
SESSION05889,1,Computer Science,2024-09-30,6.42,1,3,3,1,3.8,False,False,True,False,False,False
SESSION05890,2,Computer Science,2024-11-24,13.11,2,3,3,1,3.0,False,False,True,False,False,False
SESSION05891,1,Math,2024-09-08,53.78,24,4,3,1,3.7,False,True,False,False,False,False
SESSION05892,3,Computer Science,2024-06-25,12.87,3,3,3,1,2.0,False,True,False,False,False,False
SESSION05893,2,Psychology,2025-03-15,6.76,1,5,2,0,4.4,False,False,False,False,False,True
SESSION05894,1,Engineering,2025-05-10,12.44,2,3,2,1,1.2,True,False,False,False,False,False
SESSION05895,2,Computer Science,2024-07-16,24.5,6,5,3,1,2.8,False,False,False,False,False,True
SESSION05896,1,Business,2024-11-04,29.45,6,2,2,1,1.6,False,False,False,False,False,True
SESSION05897,2,Biology,2025-03-28,110.81,39,3,1,1,3.9,False,False,False,False,False,True
SESSION05898,1,History,2025-04-27,21.28,6,3,3,1,2.7,False,True,False,False,False,False
SESSION05899,1,Engineering,2025-02-10,36.64,9,4,0,0,4.1,False,False,False,False,True,False
SESSION05900,2,History,2024-09-21,12.53,3,4,3,0,4.1,False,False,True,False,False,False
SESSION05901,2,Biology,2025-06-22,34.73,7,3,3,1,3.5,False,False,False,False,True,False
